type;name;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018;01.01.2019;01.02.2019;01.03.2019;01.04.2019;01.05.2019;01.06.2019;01.07.2019;01.08.2019;01.09.2019;01.10.2019;01.11.2019;01.12.2019;01.01.2020;01.02.2020;01.03.2020;01.04.2020;01.05.2020;01.06.2020;01.07.2020;01.08.2020
G;175;69.5253;69.0024;79.2493;78.5821;78.142;77.6478;75.916;75.4451;74.0751;72.6302;72.255;71.5307;70.3799;69.8581;84.1153;84.1219;83.3079;81.9672;79.6619;78.4759;76.6269;75.23765;74.6707;73.66425;71.46335;73.03305;70.55455;68.7616;79.74635;77.5641;74.96415;73.35605;71.38515;70.0734;68.40085;67.0358;63.83505;64.048;62.5547;87.471;84.6053;83.16975;81.1417;79.2427;77.7538;75.69645;73.18925;72.039;69.5861;68.8853;67.4079;88.7119;86.5739;86.8246;84.3951;81.4635;79.9482;79.575;78.2584;78.6044;77.3589;77.5677;76.0226;92.9231;91.6182;90.5175;89.3438;87.6866
G;176;99.4328;99.6034;99.5507;99.5518;99.5541;99.5502;99.5613;99.5648;99.5577;99.5822;97.262;97.982;98.4935;97.1635;97.8406;97.8142;99.585;99.5892;99.5865;99.58505;99.58895;99.59585;99.0394;99.59375;97.61375;97.4806;97.5031;96.32585;99.5991;98.5469;99.5918;99.55245;99.55515;99.56855;99.5712;99.5695;98.54455;98.8062;97.6934;97.3477;99.2135;99.6011;99.59785;99.46485;99.6049;99.59315;98.4287;99.3639;98.59455;98.4372;98.5997;99.6105;99.3468;99.601;99.5952;99.5959;99.5975;99.599;99.5971;99.6014;99.5479;99.5834;99.5788;99.6005;99.599;99.594;99.5914;99.5867
G;177;77.6904;77.076;95.3377;94.3089;93.3214;94.087;92.4065;91.6542;89.936;89.9518;89.2947;88.0658;85.6691;84.8128;84.7863;100;100;99.9852;99.2101;99.0674;98.23775;97.11045;96.89425;96.8453;95.0237;94.73445;94.5272;99.1097;98.90565;99.9608;99.18015;99.0443;98.43725;99.3268;99.99345;99.9936;92.39355;91.81515;91.7862;98.9466;98.6491;99.99375;99.9939;99.89655;99.64585;98.0679;99.99395;99.9938;99.22715;99.2873;99.2796;99.5771;99.9955;99.9955;99.9956;99.9955;99.9954;99.9954;99.9952;99.9951;100;100;100;99.9621;99.963;99.9626;99.9628;99.9628
G;178;40.3887;38.9224;38.7359;39.2483;89.0442;90.8046;87.1717;76.2276;82.0839;76.413;75.6196;70.158;72.7778;74.0096;71.8769;66.0785;65.9875;87.4272;84.9487;85.35165;87.18375;88.8453;85.30605;83.99745;80.33645;78.02775;77.4567;77.2332;95.50365;95.1696;95.99315;94.7792;87.00785;86.0563;87.5541;87.0852;84.5234;84.3147;85.00615;84.2221;83.86465;100;100;100;100;99.7641;100;100;100;93.7642;92.7934;87.7978;89.4072;86.8496;76.5619;75.7987;75.1875;74.0643;72.0701;71.5165;69.983;74.8715;75.4955;96.7996;91.286;93.8866;91.7346;88.956
G;179;94.4901;94.1788;93.7856;90.3937;90.4083;95.408;94.1969;94.0706;94.6839;92.7983;94.6638;93.9104;91.9683;91.0596;89.7941;89.5665;90.5691;89.7016;96.4294;96.67315;95.93335;93.81435;100;98.9763;96.4538;95.8539;96.49565;99.0669;100;98.7982;97.9062;96.4809;96.89855;96.05665;94.83155;95.5265;94.19655;94.0871;94.19915;99.73965;99.20875;98.9206;96.41965;96.65515;96.16165;94.9565;94.5942;94.7932;94.09875;94.1018;94.2989;99.8001;99.3291;99.1049;97.6797;97.4842;97.321;97.1756;99.3003;99.6351;98.5467;98.5473;98.9785;99.9334;100;100;100;100
G;180;100;99.7847;98.7747;98.6779;98.6282;98.4972;98.419;98.3079;98.0875;98.1041;97.9788;98.0797;98.0154;98.0387;97.9799;99.8864;99.8872;99.8522;99.9275;99.9383;100;97.9124;96.25195;89.98125;85.1804;79.49285;86.8317;80.28525;77.2496;71.5411;68.30095;67.1295;65.83675;65.147;63.0804;62.4464;61.72495;60.8326;98.8996;98.72805;96.91235;95.9109;95.55135;60.4178;60.1883;59.9437;59.5668;59.16035;59.00405;58.6445;64.0549;64.3282;63.8419;63.8535;63.9312;63.5758;63.0761;63.006;63.656;63.7063;63.0788;63.1536;63.5169;63.0253;63.0481;62.5769;61.9229;61.6838
G;181;90.6162;90.9877;91.0286;99.9992;99.0895;98.4182;97.593;97.1104;96.6883;96.4399;96.214;96.0047;95.779;96.8912;97.9621;98.9719;94.1616;91.12;96.8815;94.4756;92.74095;91.9681;90.14985;89.83105;96.43845;93.17855;96.80265;96.6764;96.5248;96.44365;96.16975;96.1171;95.8381;95.4865;95.1637;94.88575;93.63335;93.71545;96.9694;94.75205;94.92505;95.1222;96.78265;92.79605;99.97005;98.32795;95.44225;91.4365;90.56305;82.4614;99.7791;99.7773;93.1821;92.1571;93.7114;91.3433;93.2743;90.8182;88.8523;89.912;89.7395;89.5896;88.0815;99.1334;96.2422;94.8115;94.8698;95.4129
G;182;86.7368;88.2649;83.1691;83.4789;88.7956;88.7375;88.4791;91.0317;90.5899;89.6265;89.4896;90.1085;93.8917;92.1523;92.4556;91.9938;96.3071;91.2772;91.613;90.96905;91.0114;90.70135;88.94735;87.91185;88.54025;83.67815;84.45245;91.4397;91.35265;89.4963;88.47645;84.30875;81.27415;81.6364;82.12225;82.134;81.03685;71.16095;70.84445;77.3927;76.6398;75.6374;72.954;72.67585;77.67925;76.2927;76.30235;72.7379;69.07435;69.6392;69.3797;79.3064;80.0054;77.7787;76.8846;76.477;75.9502;75.1833;74.8022;80.5115;79.677;79.8667;78.9965;79.5176;79.447;79.9282;80.0447;80.6324
G;183;100;100;100;99.1475;97.7724;98.6742;100;99.1326;100;97.9194;98.2223;98.3787;98.9037;98.7228;98.7599;98.7453;98.6172;98.716;99.977;99.21285;98.82825;99.98235;94.62035;89.803;91.3333;89.468;89.17005;89.47365;89.7159;89.5539;90.03565;89.97965;90.06555;90.19615;90.5895;88.99585;89.08545;84.47285;83.30755;83.713;85.57375;73.56555;73.65185;74.0864;74.01965;71.2431;71.2858;71.2859;72.0805;66.7329;66.6748;64.7066;64.9174;64.6786;64.6978;65.0552;65.1081;65.398;64.9062;64.5176;65.6165;64.8086;65.7147;66.0801;61.0314;62.875;63.1273;63.4766
G;184;63.9679;59.2362;62.9039;67.8524;64.6134;64.2336;62.2476;57.8085;64.8564;65.0265;66.007;66.9158;64.6456;63.3761;63.7544;64.8212;65.802;64.9793;63.7702;63.0707;63.5863;63.7797;63.8963;63.3015;57.80355;57.22865;57.5744;68.5981;68.2257;68.22475;67.39045;68.7672;68.914;68.1328;68.0148;69.371;68.4941;67.91025;68.127;72.046;70.5405;70.5794;70.86155;69.3545;66.51915;66.91995;66.00745;65.8743;73.02805;71.9438;64.1544;64.382;64.5988;66.4016;66.4365;63.7242;62.879;62.4254;62.5343;66.751;66.7187;66.7786;66.6702;68.3756;68.5898;68.528;68.7297;67.1283
G;185;39.673;39.2844;42.2581;44.8986;45.6527;44.9421;44.4456;44.966;44.5067;44.3118;44.2586;43.3457;45.0846;47.2398;47.6057;43.8434;43.7944;44.5086;43.7197;42.4304;41.87255;41.23185;38.36235;49.3694;49.21845;44.2977;46.28975;40.04685;40.6133;41.0116;49.7562;49.6808;50.3197;50.20355;48.60885;46.24825;50.3993;49.1263;48.9654;48.73015;48.25385;52.09675;52.3615;51.6829;51.87675;50.876;58.69865;58.10035;48.0651;56.4192;54.3933;58.1843;54.9921;57.1189;56.6218;55.4981;56.561;57.4833;55.4336;54.8679;60.1789;57.179;59.0541;79.4333;84.6413;85.4481;85.1744;83.8535
G;186;96.2589;95.6398;95.5936;94.7854;98.3245;98.6541;98.1825;97.344;96.8464;96.013;96.9804;100;100;99.0254;100;99.9384;98.1921;98.8824;96.0557;95.2869;93.71215;94.37305;94.2155;93.07625;94.6222;92.28165;91.9713;99.4661;100;100;99.3197;98.56435;96.51855;96.83285;95.75505;94.01485;95.3025;91.7091;91.2501;95.8073;95.95845;99.01435;97.73525;95.73255;95.29955;95.9299;96.3536;93.83665;95.7216;94.3448;93.7947;98.8699;99.5705;98.3153;98.6052;97.8862;97.136;96.7371;95.4438;93.3081;92.3274;92.2098;95.0132;95.2183;99.8434;100;100;100
G;187;73.3534;70.9712;71.243;71.2287;75.9085;75.6276;75.4483;74.8653;74.586;74.3191;74.0019;73.9186;73.7613;73.2608;72.9808;73.0462;78.5068;78.0266;77.8859;77.56;76.91095;76.64715;76.22125;76.0862;76.0746;75.72;75.59865;79.8167;79.527;79.3196;79.27035;79.133;78.96065;78.9244;78.78345;78.5389;78.35835;78.3203;78.2959;81.1819;80.86505;80.87015;80.8972;80.78975;80.54785;80.1939;79.76225;79.5478;79.4496;81.1706;81.1271;86.9535;86.6482;86.083;86.0136;85.4698;84.9723;84.4848;84.2584;84.3812;84.1541;84.1095;84.0549;84.1435;86.4985;86.4684;86.2452;86.395
G;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95.8267;95.8434;95.96615;96.07855;92.4475;91.7794;86.9347;88.2146;88.3531;85.78545;89.0139;92.6452;88.77895;86.97845;86.10865;84.16095;84.5154;84.2845;83.0804;92.7693;91.6773;89.6478;89.5097;89.3995;89.792;89.7001;93.36;91.6231;89.4274;93.5413;90.3918;95.5277;91.569;87.4741;85.1265
G;189;81.8538;82.0058;81.8595;83.1559;97.5162;97.2657;97.0028;96.7389;96.0331;96.7333;96.6741;96.5388;96.6049;96.8881;96.9342;98.0205;98.0183;97.8901;97.1969;95.75305;97.98425;97.8914;97.8495;97.589;96.68825;96.41845;96.46235;97.13785;96.9631;96.7806;95.85125;95.0804;94.67;95.50225;94.20635;96.1059;95.55365;95.33435;95.5056;95.56945;98.63285;98.65125;98.6591;98.6655;98.5907;98.60835;98.63175;98.659;98.685;98.4228;96.8176;98.9923;97.8289;98.9948;97.7768;97.6243;96.8658;95.4653;91.3427;90.2016;89.471;87.9217;87.3845;94.3905;93.3982;93.3637;92.1836;90.8798
G;190;66.0655;60.5626;60.4489;62.1983;64.3888;64.079;65.4091;64.5564;63.3815;65.4187;64.949;68.9738;69.3082;64.4261;64.5229;67.1377;68.4644;67.6031;68.1553;68.6605;61.7416;67.78085;65.74875;66.80635;68.99145;49.43375;49.2676;69.87255;70.6417;70.58595;70.7594;70.6641;70.4132;69.8487;71.10685;70.85655;68.28005;71.9294;72.21775;78.48605;78.59635;78.57775;79.9072;79.39755;78.6965;79.83595;80.73995;81.0786;81.0278;79.4228;77.3752;81.6955;82.7431;80.6319;82.1826;81.228;89.8164;79.5714;81.1726;81.2282;79.8339;81.8584;81.9126;84.8118;85.0265;84.5055;84.562;84.4447
G;191;42.8549;42.5978;42.5534;42.3049;84.4871;84.5802;84.6164;84.8232;84.7588;84.9231;83.4766;82.9665;79.5314;78.3082;78.5134;77.9492;85.6353;85.4049;84.0227;72.8476;76.46775;74.3853;74.5526;78.3927;75.0474;76.8412;77.01985;75.8501;87.17375;87.0616;86.7881;86.6385;86.7634;86.7734;86.8136;86.1891;86.96155;86.95575;86.4605;85.2375;86.08855;85.2636;86.59405;85.51615;86.375;86.5174;85.82145;84.6325;86.67375;86.1098;86.02;86.0629;86.0734;86.1879;86.4831;86.3831;86.6851;86.5018;85.8348;85.9161;85.9613;85.7372;85.368;85.9264;85.8075;85.7748;85.7146;86.17
G;192;75.1247;75.1778;73.7792;74.1408;96.9962;96.8991;96.0364;96.742;95.0419;95.3337;95.9877;97.5783;96.4924;96.3807;96.3351;99.8555;99.8632;99.8635;99.7274;99.57905;99.86055;99.06475;96.63295;95.36;95.4093;95.45905;94.43575;99.5338;99.8671;98.8081;99.32075;99.543;98.9115;96.82185;99.8674;97.91705;98.9609;96.55945;96.815;99.86885;99.86905;99.86755;98.5774;97.8418;97.1166;97.85465;98.08935;98.8564;99.8689;99.865;98.9526;99.8645;99.8655;99.0764;99.8669;99.8624;99.8645;99.8624;99.8629;99.864;99.8664;99.8649;99.1372;99.4352;98.8557;99.0247;99.8663;99.864
G;193;61.6341;64.4282;62.3269;69.2875;71.0429;70.5984;70.869;70.1889;68.8664;68.5978;65.7494;69.5825;69.4444;71.9409;68.921;69.4939;70.2419;66.607;66.9887;64.0889;63.1863;66.28335;63.49205;70.90275;68.76025;70.59705;73.7188;77.29195;72.90645;71.21495;69.7096;64.9259;70.59715;68.7155;68.62745;80.48205;79.1875;78.2667;79.05625;69.3617;68.79625;71.4665;72.90665;72.2537;70.596;70.2761;70.95625;74.9494;73.07595;71.2063;70.5696;68.0492;69.796;66.833;68.0357;65.8243;65.8034;64.3112;71.0213;70.7561;70.5789;64.73;68.9221;66.8101;65.0944;67.8507;70.1675;71.419
G;194;52.5109;49.3412;51.1916;52.8635;58.399;57.8415;57.2654;53.9463;52.3167;53.8824;55.0489;53.3259;56.9773;54.9429;54.7157;56.3667;55.0026;53.8295;56.8717;53.5377;55.02845;54.44;60.0925;59.95445;59.2816;60.6046;58.43865;66.12245;65.7097;64.8614;63.555;64.28965;62.42135;54.1466;55.71535;55.08715;53.11915;51.0156;53.70895;54.95435;53.97385;64.4638;64.7911;65.6672;69.2865;81.48725;82.98675;83.0055;82.88165;81.2311;83.8488;83.1531;83.8981;83.4224;83.1479;83.1223;78.7363;76.8222;82.8196;85.4376;81.887;81.0405;81.9084;78.0543;79.1057;79.5484;82.9076;80.9239
G;195;74.5767;74.6937;74.0778;73.3429;72.9094;95.7036;95.687;94.0578;91.8853;90.7977;94.3768;93.9328;90.8428;90.1909;90.5822;89.0905;89.2194;94.8142;95.6135;95.4322;95.4629;95.34345;95.37415;95.4073;93.02435;92.59785;93.12035;91.5139;91.8532;92.1167;92.12765;90.914;91.22585;90.7842;89.0272;88.7314;91.24925;90.39085;83.75125;83.86725;83.6322;84.7129;82.99745;83.39595;83.07265;83.0126;83.83135;83.28045;82.84015;81.2232;82.2489;82.5752;93.4814;93.1578;88.2738;89.8574;90.5296;89.6064;90.908;90.8541;91.0574;90.6571;88.9764;87.1358;92.5465;92.0175;93.4698;91.6625
G;196;62.7401;57.3389;56.1021;56.5999;69.8248;70.1313;70.3993;69.8726;70.3359;70.4806;70.2004;70.2574;70.2328;66.4942;71.7153;72.2282;76.3209;76.1313;76.1698;76.21035;76.4982;76.4174;76.44125;76.4694;75.9177;75.82655;76.2768;75.7575;75.5659;75.69245;75.43175;75.33345;74.2572;73.41465;72.3914;71.74685;70.6206;69.90515;70.0711;69.9811;77.34175;76.56775;76.29445;77.24085;76.98195;76.59405;77.33475;77.3811;74.59765;75.5026;74.9685;73.9952;75.0184;74.5793;74.3607;77.4591;76.8644;76.5112;78.2996;78.6109;80.0425;79.9003;80.5173;79.571;79.6689;79.5687;77.8609;77.8249
G;197;77.1063;70.5739;69.8503;70.9449;98.0715;98.2721;96.574;98.2757;97.7567;97.7262;100;100;99.3444;98.0411;99.5317;97.6172;99.1503;100;100;100;100;100;100;100;100;100;100;100;100;100;100;98.9956;90.393;87.9397;93.849;94.56185;95.6823;96.86365;96.93215;93.53445;100;100;100;100;68.9794;68.97015;68.8513;68.4939;68.31625;67.7222;67.4541;66.7104;74.7844;74.9175;74.8865;75.1391;74.9127;74.9336;75.3048;74.9925;74.7369;74.7129;74.4829;74.1649;75.0623;74.9469;74.7894;76.285
G;198;91.1776;90.3855;87.3769;95.9968;94.3845;78.8506;61.4286;60.5277;58.1401;59.1254;58.1587;57.474;60.366;55.0277;53.9216;68.6172;68.7753;67.911;67.3582;65.98835;65.58065;66.2026;67.05335;66.6921;67.07455;67.10775;67.69485;78.4622;77.60945;75.27225;74.192;75.0979;73.41115;73.61675;73.8318;73.81915;73.08325;72.91275;73.2727;77.73065;74.96235;74.50885;74.23155;73.7737;72.4466;73.23055;71.68765;71.38775;71.4592;72.0657;71.114;75.9822;72.0362;73.1741;73.5338;72.4041;70.787;69.9835;69.6575;68.9203;69.5286;68.6998;67.6815;74.6873;76.2736;76.8682;74.4145;73.5141
G;199;47.8773;44.7746;46.6905;47.2855;48.6396;48.0474;49.3444;48.4011;47.2893;47.2789;47.8262;48.2738;47.2339;44.2087;45.2982;49.8815;50.5076;51.3791;51.9738;47.6408;47.90295;48.72895;48.83205;48.4713;49.4263;48.9925;49.18455;49.97645;49.4471;49.98925;50.32175;49.9654;49.5945;46.75215;48.9942;48.6412;47.30335;46.4133;45.5155;46.57335;46.03095;45.27435;44.1356;43.3105;23.087;22.70665;22.8436;22.87185;22.84655;18.2716;18.2131;18.2167;72.6797;72.7272;71.9738;71.8788;71.7493;82.9616;82.5489;83.0457;79.9695;80.3506;80.6312;81.0713;86.8869;86.7886;86.6725;86.5467
G;200;89.8424;85.8782;85.9977;95.2416;96.374;97.3859;96.8083;95.7432;96.2036;95.57;95.943;98.1618;98.8646;97.8477;97.3071;97.4588;100;100;100;100;100;100;100;100;100;99.77055;100;100;100;100;100;99.72715;99.3719;100;100;100;98.9277;98.566;99.7085;99.72025;100;100;100;100;100;100;100;100;100;99.8165;99.9733;99.9832;100;100;100;100;100;100;100;100;100;99.1617;99.193;100;100;99.2721;99.2714;99.2475
G;201;94.333;92.9083;93.3968;98.8066;90.1372;90.1245;90.093;90.1573;90.3023;90.4248;90.3659;90.3803;90.458;89.8244;90.0311;89.9663;90.4861;90.5898;89.249;90.24905;89.64665;89.2225;89.6455;88.32865;87.7956;87.80175;88.2559;91.6574;92.08885;92.14315;91.8507;92.20205;90.19315;88.7686;90.165;92.4501;92.60375;92.864;92.0077;91.6285;93.14305;93.48355;93.5018;93.87965;93.71375;93.31845;92.7278;93.1747;92.93995;93.3479;93.3661;94.7428;95.1967;95.2263;95.2455;95.6413;95.5246;94.7622;96.109;95.8001;95.9295;96.2969;96.4282;96.5105;96.9572;96.515;96.3377;96.8265
G;202;58.5829;49.2699;63.7705;62.8418;61.7504;61.8986;62.2496;64.642;60.8458;59.6235;56.4191;59.5636;62.1538;64.0965;62.8447;71.6395;68.3764;79.8442;78.7779;75.07545;76.00275;76.40145;78.7834;78.2102;77.51335;76.3245;76.50345;74.58515;77.3935;72.49535;73.8727;74.849;75.90645;76.8185;77.1678;78.69785;75.0443;74.958;73.448;75.0272;66.9096;71.5746;67.8809;69.7252;68.3514;76.8299;66.99675;66.38475;69.56555;70.45;69.8954;70.6434;74.2103;73.4124;66.7742;66.5937;66.7;65.869;63.9959;65.7696;66.8151;64.9121;65.0323;66.3628;70.7996;71.9947;71.0581;69.44
G;203;98.2996;97.6269;97.7994;97.2179;100;99.9107;99.5159;100;100;99.8732;99.7495;98.9116;98.6294;97.6044;97.8703;98.3555;99.6991;99.2574;99.1825;97.4284;96.9863;96.91465;96.7644;96.75775;96.4978;98.0886;99.6919;99.6915;100;100;100;100;100;100;100;100;94.7929;98.0918;99.6606;99.66075;100;100;100;100;100;100;99.4969;99.415;97.3308;100;100;100;100;99.9766;99.9568;99.9263;99.899;99.8828;93.359;93.3401;86.6701;99.8907;99.8842;99.9034;100;99.9948;99.9731;99.9611
G;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.47505;96.2936;96.15815;94.78665;94.52015;93.5518;96.07565;99.30995;98.0398;98.34565;97.20795;97.09055;97.0572;96.59615;97.51745;96.08245;95.0579;95.2068;95.52;97.6885;98.9211;98.3338;97.335;97.0407;97.2782;95.9828;94.7561;93.9308;93.9023;93.6233;92.8643;98.2815;98.1375;100;98.5605
G;205;52.9663;51.1334;50.2089;50.0574;50.4505;52.9566;50.5934;47.3888;48.4228;49.217;50.8263;51.373;51.8964;58.456;57.0804;57.2432;56.2859;57.9507;58.8807;57.76285;54.8886;55.73725;55.71115;54.60915;56.19295;54.73305;56.5878;56.77945;56.56625;62.28705;62.78865;62.65475;62.5891;62.5098;62.3849;62.3328;62.0878;60.57495;60.52095;61.44385;66.35915;66.2553;67.45215;82.0605;82.24445;80.5167;81.2378;79.6684;65.78195;68.4845;68.3306;71.4058;91.2972;90.6464;90.9989;91.9537;93.3711;94.2321;93.8871;94.1395;94.4659;92.2268;94.3156;94.7603;94.7942;94.8287;95.0393;95.439
G;206;71.3222;70.8507;70.6787;70.2758;78.4071;78.623;78.8185;78.7533;79.6257;79.4444;79.2528;79.221;79.2561;78.772;78.3466;78.263;79.9627;76.99;77.6425;77.40795;77.1743;77.131;77.0948;76.84525;77.94025;77.5764;77.54435;83.0229;83.25345;82.61695;82.8199;82.4175;82.3242;82.50855;82.0114;81.8115;81.4887;81.53665;81.72955;84.30075;84.27185;83.8314;83.6019;84.01915;83.57445;83.67845;83.3775;82.7953;82.57865;82.2998;82.4898;84.4748;83.9499;84.5195;83.8725;83.7653;84.527;83.5127;87.2429;86.8868;80.7516;84.2886;84.3742;84.204;85.6429;84.3741;84.5209;84.4805
G;207;93.9076;93.4701;84.4621;84.1973;86.6542;86.8306;88.3321;90.4661;90.2853;88.0769;87.1571;92.7202;95.4261;92.8741;87.4756;85.9233;90.4609;88.0658;87.464;87.3176;86.8675;85.9364;83.3439;82.4429;80.32125;77.77925;75.0627;76.90665;93.78935;92.6208;92.8078;88.3933;87.3251;84.67075;82.30765;78.9386;73.3925;72.459;72.8341;71.2896;94.36155;92.7915;91.2931;90.3866;90.3765;89.7836;85.74975;87.95725;86.6631;86.7855;85.5001;82.6022;94.733;94.3435;93.4668;92.2785;91.0521;90.0798;89.0699;87.2034;86.7074;86.7536;86.8206;86.849;99.5153;99.2735;99.3725;97.8161
G;208;74.9578;72.4351;71.929;87.8496;87.8525;87.9795;88.0466;87.2748;86.9654;88.0959;87.6855;87.2249;83.0319;80.5232;75.4123;77.9616;83.4044;83.2277;84.3454;80.578;79.91915;83.30465;81.54015;78.59165;80.0266;75.4683;75.95525;88.18245;87.4047;86.5136;86.51405;85.6718;84.5616;83.3079;81.116;78.1021;76.55405;74.59975;74.9624;88.06565;86.0506;89.68335;87.0063;85.7927;83.01055;83.42125;81.2027;79.13285;80.6125;79.0782;78.8593;89.7702;89.6549;88.0814;86.9412;83.8307;83.4318;82.3703;81.2684;80.3546;79.4132;76.9122;77.1055;89.0604;87.4172;87.1532;86.9823;85.7664
G;209;91.2093;90.5711;88.882;88.7689;91.0402;90.2583;88.8538;85.8178;85.4018;85.964;80.9897;77.7956;77.4308;76.2834;75.965;96.0961;96.6451;95.9432;94.0683;92.23455;90.5594;88.1989;87.62435;87.4706;85.6108;84.97745;83.4202;96.89945;95.7197;95.73225;94.9706;94.03565;93.2346;92.08745;90.38735;88.9843;86.40935;85.2594;85.8362;98.9064;97.66395;97.1942;98.0115;96.4209;96.49895;95.8507;94.80015;93.5878;92.04625;90.8629;89.7237;94.4194;94.2972;95.6215;94.1345;92.7999;91.6229;90.8175;89.8166;90.0271;88.9814;90.1123;92.1071;99.8164;94.5429;91.8114;88.4425;87.2253
G;210;86.0025;84.1394;83.1861;81.8714;96.8405;96.3041;95.3705;95.0741;95.0251;95.1583;94.7633;94.6092;94.4395;92.8037;92.8157;92.4602;100;100;100;100;100;100;100;100;100;100;99.02435;98.5795;98.63055;97.64205;97.1928;95.75415;96.5105;95.41545;92.97905;92.3013;92.06855;91.65535;91.78225;91.78315;100;99.8665;99.6993;98.37655;97.0726;96.9303;99.2317;99.2252;98.3172;97.9052;97.4952;97.4834;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
G;211;93.6912;92.2026;91.3188;91.7626;100;100;100;100;100;100;100;100;100;99.7774;98.5503;99.8516;99.8793;98.044;96.3501;97.79515;98.0669;96.57675;97.84615;98.88575;95.69935;94.4738;93.92545;100;100;100;100;100;100;100;100;99.9116;98.06415;95.0227;92.9081;97.7163;98.8586;97.6232;97.48835;98.4533;100;100;100;100;100;99.516;99.3122;100;100;100;98.9184;99.082;97.8277;98.5408;100;96.6514;95.8258;95.75;95.0284;95.7459;96.9813;96.471;94.528;95.841
G;212;83.93;83.2438;83.5656;83.1533;96.6368;96.6279;96.5929;93.1849;97.727;95.8048;93.9474;92.6104;93.8668;93.6814;93.6823;93.6497;93.5106;97.6996;97.0538;97.7827;97.8039;96.55015;94.9312;95.9784;95.5503;94.92495;94.0209;95.16685;91.5591;92.3751;96.6032;96.1;94.90205;96.9781;96.00745;96.9985;99.12735;98.88595;98.9259;98.90525;98.9128;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
G;213;31.9722;27.6785;29.8664;29.2797;32.2852;32.0811;31.3242;29.9406;31.4308;31.1906;31.8686;31.4388;29.4646;27.9285;26.797;28.0051;27.9149;28.7613;29.7568;29.93785;30.47935;44.00535;43.31395;42.846;43.75945;42.6238;41.027;40.9573;35.6235;30.44435;51.74625;48.7738;48.94805;49.1108;48.7245;48.53135;45.08605;44.68875;45.3396;44.5339;41.2645;40.99575;39.19255;38.724;37.8372;36.48815;34.93795;37.7626;24.6956;24.6538;24.7513;24.7449;24.5211;23.7612;24.6182;23.1983;22.074;22.0527;22.4713;21.8765;39.6073;39.2472;38.2439;35.8409;35.852;35.7059;35.2881;34.721
G;214;70.1275;70.5101;70.6643;70.7537;82.3081;79.2074;80.1806;80.1936;77.7017;78.2851;78.2609;77.9802;77.7979;77.7867;77.0453;77.9211;64.7809;73.959;73.4796;72.7472;74.8891;75.0131;75.3718;74.0104;75.42245;75.0688;75.3769;76.0466;75.9029;74.85555;74.8531;74.68375;74.729;74.12925;73.35375;72.3279;70.0542;71.2342;71.3405;70.44255;70.63165;71.8927;70.4297;70.7776;70.5381;68.7108;70.80975;69.7999;70.14425;70.8865;69.2721;70.616;74.9426;71.7406;72.9833;72.9832;71.7736;75.1051;74.6014;76.2996;71.0617;71.9891;70.9523;67.6804;81.3271;81.5447;81.4528;81.4647
G;215;88.0016;87.7925;87.6765;87.4438;92.001;91.9585;91.6226;91.2118;90.6329;92.2678;92.3501;92.5835;89.3275;88.5964;88.6678;90.3213;92.0906;91.1899;89.9421;89.6262;88.0474;88.81115;89.5689;87.3834;87.7286;86.21375;85.3699;89.22675;90.87125;89.4604;89.37775;88.4349;87.19795;77.95105;77.57385;76.8741;76.8065;70.7528;69.9791;74.1899;70.518;70.6139;63.51595;59.3981;58.7567;59.26355;59.32975;59.59345;58.46245;57.6168;57.7956;64.5051;65.0288;64.8903;64.0814;64.5932;61.5982;60.51;62.7661;62.2757;62.505;62.1121;60.8002;64.2251;64.2595;63.4662;64.0033;63.3723
G;216;86.1219;79.5219;79.8976;79.7653;79.7659;79.1412;77.8916;79.549;79.836;80.8428;80.6192;80.8593;78.8202;79.0279;79.1002;80.6458;80.6727;80.844;81.2908;80.73055;80.7303;81.0107;81.3586;81.68215;80.62185;80.6569;80.55615;80.7121;79.41375;80.1567;80.21785;80.23695;80.64005;78.5804;78.6183;78.5825;78.7795;78.34745;74.86375;78.0558;77.03465;76.89175;77.457;76.5649;77.91655;76.9435;77.11265;76.42175;75.8588;72.5747;72.5805;78.4884;77.1655;77.1563;77.8728;76.6033;76.6176;77.3077;77.5989;77.7416;78.3881;78.033;77.8766;78.6392;78.7406;79.0524;79.445;78.463
